Start time          	End time            	ID
--------------------	--------------------	--
14-Jul-2008 09:40:55	14-Jul-2008 09:41:02	1
14-Jul-2008 09:41:04	14-Jul-2008 10:09:07	7
14-Jul-2008 10:09:31	14-Jul-2008 10:12:43	5
14-Jul-2008 10:13:43	14-Jul-2008 10:17:45	3
14-Jul-2008 10:18:22	14-Jul-2008 10:18:37	5
14-Jul-2008 10:18:45	14-Jul-2008 10:21:38	6
15-Jul-2008 09:45:56	15-Jul-2008 09:46:13	1
15-Jul-2008 09:46:19	15-Jul-2008 09:52:24	2
15-Jul-2008 09:52:32	15-Jul-2008 10:06:05	7
15-Jul-2008 10:06:07	15-Jul-2008 10:10:59	5
15-Jul-2008 10:11:02	15-Jul-2008 10:15:18	3
15-Jul-2008 10:15:41	15-Jul-2008 10:17:19	4
15-Jul-2008 10:17:24	15-Jul-2008 10:19:46	5
15-Jul-2008 10:19:44	15-Jul-2008 10:20:29	6
16-Jul-2008 09:49:26	16-Jul-2008 09:49:40	1
16-Jul-2008 09:49:47	16-Jul-2008 10:07:32	7
16-Jul-2008 10:07:34	16-Jul-2008 10:08:49	5
16-Jul-2008 10:08:50	16-Jul-2008 10:15:44	6
16-Jul-2008 10:15:46	16-Jul-2008 10:23:05	2
16-Jul-2008 10:23:03	16-Jul-2008 10:26:41	6
17-Jul-2008 09:59:45	17-Jul-2008 09:59:45	1
17-Jul-2008 09:59:53	17-Jul-2008 10:01:12	2
17-Jul-2008 10:01:13	17-Jul-2008 10:10:50	7
17-Jul-2008 10:10:57	17-Jul-2008 10:15:01	3
17-Jul-2008 10:15:00	17-Jul-2008 10:23:39	6
17-Jul-2008 10:23:38	17-Jul-2008 10:25:32	5
17-Jul-2008 10:25:51	17-Jul-2008 10:42:31	4
17-Jul-2008 10:42:46	17-Jul-2008 10:43:40	6
18-Jul-2008 09:38:22	18-Jul-2008 09:38:35	1
18-Jul-2008 09:38:52	18-Jul-2008 09:40:01	2
18-Jul-2008 09:40:06	18-Jul-2008 09:57:18	7
18-Jul-2008 09:57:19	18-Jul-2008 10:07:23	6
18-Jul-2008 10:09:53	18-Jul-2008 10:15:18	5
18-Jul-2008 10:15:31	18-Jul-2008 10:20:21	6
