Start time          	End time            	ID
--------------------	--------------------	--
04-Aug-2008 09:40:24	04-Aug-2008 09:40:27	1
04-Aug-2008 09:40:32	04-Aug-2008 09:48:57	3
04-Aug-2008 09:48:56	04-Aug-2008 09:51:41	4
04-Aug-2008 09:51:47	04-Aug-2008 10:07:06	7
04-Aug-2008 10:07:03	04-Aug-2008 10:11:16	6
04-Aug-2008 10:11:25	04-Aug-2008 10:16:36	5
04-Aug-2008 10:16:42	04-Aug-2008 10:17:28	6
05-Aug-2008 09:36:55	05-Aug-2008 09:37:00	1
05-Aug-2008 09:37:03	05-Aug-2008 09:43:12	7
05-Aug-2008 09:43:21	05-Aug-2008 09:47:05	3
05-Aug-2008 09:47:07	05-Aug-2008 09:59:02	7
05-Aug-2008 09:59:00	05-Aug-2008 10:03:38	4
05-Aug-2008 10:04:06	05-Aug-2008 10:12:00	5
05-Aug-2008 10:12:20	05-Aug-2008 10:14:00	6
06-Aug-2008 09:35:43	06-Aug-2008 09:35:42	1
06-Aug-2008 09:35:50	06-Aug-2008 09:49:32	7
06-Aug-2008 09:49:40	06-Aug-2008 09:53:42	3
06-Aug-2008 09:55:01	06-Aug-2008 09:58:36	4
06-Aug-2008 09:58:56	06-Aug-2008 10:09:50	5
06-Aug-2008 10:09:57	06-Aug-2008 10:12:34	6
07-Aug-2008 09:05:44	07-Aug-2008 09:05:45	1
07-Aug-2008 09:05:52	07-Aug-2008 09:16:33	7
07-Aug-2008 09:16:33	07-Aug-2008 09:19:52	3
07-Aug-2008 09:19:54	07-Aug-2008 09:23:45	4
07-Aug-2008 09:23:49	07-Aug-2008 09:28:56	6
07-Aug-2008 09:28:57	07-Aug-2008 09:34:59	5
07-Aug-2008 09:35:03	07-Aug-2008 09:42:46	6
08-Aug-2008 09:15:15	08-Aug-2008 09:15:24	1
08-Aug-2008 09:15:24	08-Aug-2008 09:16:42	7
08-Aug-2008 09:16:46	08-Aug-2008 09:25:03	3
08-Aug-2008 09:25:03	08-Aug-2008 09:30:48	7
08-Aug-2008 09:30:47	08-Aug-2008 09:36:34	4
08-Aug-2008 09:36:34	08-Aug-2008 09:43:20	6
08-Aug-2008 09:43:21	08-Aug-2008 09:49:14	5
08-Aug-2008 09:49:18	08-Aug-2008 09:54:25	6
