Start time          	End time            	ID
--------------------	--------------------	--
24-Jul-2008 09:08:08	24-Jul-2008 09:08:38	1
24-Jul-2008 09:08:47	24-Jul-2008 09:20:52	3
24-Jul-2008 09:20:56	24-Jul-2008 09:24:37	4
24-Jul-2008 09:24:36	24-Jul-2008 09:29:05	5
24-Jul-2008 09:29:06	24-Jul-2008 09:38:26	4
24-Jul-2008 09:38:45	24-Jul-2008 09:39:10	2
24-Jul-2008 09:39:17	24-Jul-2008 09:45:38	6
25-Jul-2008 08:56:17	25-Jul-2008 08:56:41	1
25-Jul-2008 08:56:44	25-Jul-2008 08:57:15	2
25-Jul-2008 08:57:20	25-Jul-2008 09:00:43	3
25-Jul-2008 09:00:45	25-Jul-2008 09:10:39	4
25-Jul-2008 09:10:40	25-Jul-2008 09:12:57	5
25-Jul-2008 09:12:58	25-Jul-2008 09:30:40	6
28-Jul-2008 09:05:24	28-Jul-2008 09:05:45	1
28-Jul-2008 09:05:47	28-Jul-2008 09:06:46	2
28-Jul-2008 09:06:47	28-Jul-2008 09:10:13	3
28-Jul-2008 09:10:12	28-Jul-2008 09:22:01	4
28-Jul-2008 09:21:59	28-Jul-2008 09:24:37	5
28-Jul-2008 09:24:37	28-Jul-2008 09:42:11	6
29-Jul-2008 08:59:26	29-Jul-2008 08:59:42	1
29-Jul-2008 08:59:48	29-Jul-2008 09:00:43	2
29-Jul-2008 09:00:44	29-Jul-2008 09:03:10	3
29-Jul-2008 09:03:09	29-Jul-2008 09:11:48	4
29-Jul-2008 09:11:49	29-Jul-2008 09:17:25	5
29-Jul-2008 09:17:36	29-Jul-2008 09:36:17	6
30-Jul-2008 09:07:02	30-Jul-2008 09:07:12	1
30-Jul-2008 09:07:22	30-Jul-2008 09:08:21	2
30-Jul-2008 09:08:26	30-Jul-2008 09:10:39	3
30-Jul-2008 09:10:37	30-Jul-2008 09:18:08	4
30-Jul-2008 09:18:05	30-Jul-2008 09:21:01	5
30-Jul-2008 09:20:58	30-Jul-2008 09:42:28	6
31-Jul-2008 08:58:19	31-Jul-2008 08:58:42	1
31-Jul-2008 08:58:48	31-Jul-2008 09:00:08	2
31-Jul-2008 09:02:22	31-Jul-2008 09:05:19	3
31-Jul-2008 09:05:17	31-Jul-2008 09:20:44	4
31-Jul-2008 09:21:00	31-Jul-2008 09:22:19	5
31-Jul-2008 09:22:28	31-Jul-2008 09:22:45	2
31-Jul-2008 09:22:48	31-Jul-2008 09:35:51	6
01-Aug-2008 08:57:03	01-Aug-2008 08:57:33	1
01-Aug-2008 08:57:43	01-Aug-2008 08:58:42	2
01-Aug-2008 08:58:46	01-Aug-2008 09:01:26	3
01-Aug-2008 09:01:26	01-Aug-2008 09:14:41	4
01-Aug-2008 09:14:51	01-Aug-2008 09:18:17	5
01-Aug-2008 09:18:22	01-Aug-2008 09:34:33	6
04-Aug-2008 08:56:52	04-Aug-2008 08:57:07	1
04-Aug-2008 08:57:13	04-Aug-2008 08:58:16	2
04-Aug-2008 08:58:20	04-Aug-2008 09:03:10	3
04-Aug-2008 09:03:08	04-Aug-2008 09:12:31	4
04-Aug-2008 09:12:33	04-Aug-2008 09:15:59	5
04-Aug-2008 09:16:05	04-Aug-2008 09:35:42	6
05-Aug-2008 08:52:33	05-Aug-2008 08:52:48	1
05-Aug-2008 08:52:54	05-Aug-2008 08:53:57	2
05-Aug-2008 08:54:06	05-Aug-2008 08:56:24	3
05-Aug-2008 08:56:26	05-Aug-2008 09:07:12	4
05-Aug-2008 09:07:20	05-Aug-2008 09:09:56	5
05-Aug-2008 09:09:58	05-Aug-2008 09:28:04	6
06-Aug-2008 08:57:17	06-Aug-2008 08:57:41	1
06-Aug-2008 08:57:43	06-Aug-2008 08:58:42	2
06-Aug-2008 08:58:42	06-Aug-2008 09:01:09	3
06-Aug-2008 09:01:13	06-Aug-2008 09:13:40	4
06-Aug-2008 09:13:37	06-Aug-2008 09:16:33	5
06-Aug-2008 09:16:35	06-Aug-2008 09:32:06	6
