Start time          	End time            	ID
--------------------	--------------------	--
07-Jul-2008 08:30:27	07-Jul-2008 08:30:28	1
07-Jul-2008 08:30:38	07-Jul-2008 08:34:13	3
07-Jul-2008 08:34:12	07-Jul-2008 08:42:51	4
07-Jul-2008 08:42:55	07-Jul-2008 08:43:26	5
07-Jul-2008 08:44:22	07-Jul-2008 08:47:11	2
07-Jul-2008 08:47:17	07-Jul-2008 09:02:18	7
07-Jul-2008 09:02:18	07-Jul-2008 09:08:38	5
07-Jul-2008 09:08:51	07-Jul-2008 09:09:12	6
08-Jul-2008 08:19:11	08-Jul-2008 08:19:14	1
08-Jul-2008 08:19:25	08-Jul-2008 08:22:59	3
08-Jul-2008 08:23:29	08-Jul-2008 08:23:42	2
08-Jul-2008 08:23:46	08-Jul-2008 08:27:01	3
08-Jul-2008 08:27:05	08-Jul-2008 08:36:14	4
08-Jul-2008 08:36:17	08-Jul-2008 08:37:40	6
08-Jul-2008 08:37:41	08-Jul-2008 08:38:24	5
08-Jul-2008 08:38:23	08-Jul-2008 08:52:04	7
08-Jul-2008 08:52:04	08-Jul-2008 08:56:15	5
08-Jul-2008 08:56:21	08-Jul-2008 08:56:41	6
09-Jul-2008 08:25:13	09-Jul-2008 08:25:17	1
09-Jul-2008 08:25:20	09-Jul-2008 08:30:20	3
09-Jul-2008 08:30:16	09-Jul-2008 08:38:49	4
09-Jul-2008 08:39:59	09-Jul-2008 08:42:25	2
09-Jul-2008 08:42:36	09-Jul-2008 08:59:08	7
09-Jul-2008 08:59:12	09-Jul-2008 09:03:18	6
09-Jul-2008 09:03:28	09-Jul-2008 09:03:36	5
09-Jul-2008 09:03:33	09-Jul-2008 09:04:01	6
10-Jul-2008 08:25:51	10-Jul-2008 08:26:00	1
10-Jul-2008 08:26:06	10-Jul-2008 08:29:28	2
10-Jul-2008 08:29:34	10-Jul-2008 08:31:55	3
10-Jul-2008 08:31:54	10-Jul-2008 08:41:42	4
10-Jul-2008 08:41:47	10-Jul-2008 08:55:40	7
10-Jul-2008 08:55:42	10-Jul-2008 08:55:49	5
10-Jul-2008 08:55:53	10-Jul-2008 09:03:01	6
11-Jul-2008 08:28:35	11-Jul-2008 08:28:45	1
11-Jul-2008 08:28:57	11-Jul-2008 08:32:21	2
11-Jul-2008 08:32:33	11-Jul-2008 08:35:48	3
11-Jul-2008 08:35:51	11-Jul-2008 08:46:10	4
11-Jul-2008 08:46:13	11-Jul-2008 08:57:33	7
11-Jul-2008 08:57:31	11-Jul-2008 09:00:51	5
11-Jul-2008 09:00:56	11-Jul-2008 09:06:46	6
