Start time          	End time            	ID
--------------------	--------------------	--
26-Jun-2008 10:01:03	26-Jun-2008 10:01:29	2
26-Jun-2008 10:01:33	26-Jun-2008 10:02:38	3
26-Jun-2008 10:02:44	26-Jun-2008 10:16:27	4
26-Jun-2008 10:16:39	26-Jun-2008 10:23:13	6
26-Jun-2008 10:23:16	26-Jun-2008 10:23:31	5
26-Jun-2008 10:25:22	26-Jun-2008 10:26:49	2
26-Jun-2008 10:27:06	26-Jun-2008 10:32:35	6
27-Jun-2008 09:34:05	27-Jun-2008 09:36:00	3
27-Jun-2008 09:36:01	27-Jun-2008 09:59:54	4
27-Jun-2008 10:00:10	27-Jun-2008 10:01:20	2
27-Jun-2008 10:02:39	27-Jun-2008 10:07:40	6
02-Jul-2008 10:03:10	02-Jul-2008 10:05:39	3
02-Jul-2008 10:05:36	02-Jul-2008 10:26:41	4
02-Jul-2008 10:27:35	02-Jul-2008 10:28:59	2
02-Jul-2008 10:30:14	02-Jul-2008 10:40:30	6
02-Jul-2008 10:40:30	02-Jul-2008 10:40:39	5
03-Jul-2008 10:41:19	03-Jul-2008 10:41:22	1
03-Jul-2008 10:41:27	03-Jul-2008 10:41:39	3
03-Jul-2008 10:41:40	03-Jul-2008 10:42:48	2
03-Jul-2008 10:42:52	03-Jul-2008 10:44:49	3
03-Jul-2008 10:44:52	03-Jul-2008 11:12:37	4
03-Jul-2008 11:12:41	03-Jul-2008 11:17:31	2
03-Jul-2008 11:18:03	03-Jul-2008 11:18:14	6
04-Jul-2008 09:45:40	04-Jul-2008 09:45:47	1
04-Jul-2008 09:45:50	04-Jul-2008 09:46:04	3
04-Jul-2008 09:46:06	04-Jul-2008 09:47:13	2
04-Jul-2008 09:46:16	04-Jul-2008 09:48:40	3
04-Jul-2008 09:48:42	04-Jul-2008 10:16:19	4
04-Jul-2008 10:16:22	04-Jul-2008 10:16:27	5
04-Jul-2008 10:16:28	04-Jul-2008 10:17:45	2
04-Jul-2008 10:18:54	04-Jul-2008 10:20:55	6
07-Jul-2008 09:54:11	07-Jul-2008 09:54:17	1
07-Jul-2008 09:54:19	07-Jul-2008 09:56:35	3
07-Jul-2008 09:56:32	07-Jul-2008 10:27:59	4
07-Jul-2008 10:28:01	07-Jul-2008 10:30:00	2
07-Jul-2008 10:30:49	07-Jul-2008 10:31:09	6
08-Jul-2008 09:48:32	08-Jul-2008 09:49:06	3
08-Jul-2008 09:49:02	08-Jul-2008 09:50:06	2
08-Jul-2008 09:50:10	08-Jul-2008 09:51:50	3
08-Jul-2008 09:51:51	08-Jul-2008 10:23:13	4
08-Jul-2008 10:23:15	08-Jul-2008 10:23:13	5
08-Jul-2008 10:23:20	08-Jul-2008 10:24:05	2
08-Jul-2008 10:24:07	08-Jul-2008 10:24:57	6
09-Jul-2008 09:50:06	09-Jul-2008 09:52:24	3
09-Jul-2008 09:52:23	09-Jul-2008 10:24:23	4
09-Jul-2008 10:24:23	09-Jul-2008 10:24:31	5
09-Jul-2008 10:24:29	09-Jul-2008 10:25:06	2
09-Jul-2008 10:25:47	09-Jul-2008 10:28:07	6
10-Jul-2008 09:56:24	10-Jul-2008 09:56:35	1
10-Jul-2008 09:56:34	10-Jul-2008 09:59:11	3
10-Jul-2008 09:59:13	10-Jul-2008 10:27:41	4
10-Jul-2008 10:27:46	10-Jul-2008 10:27:50	5
10-Jul-2008 10:27:52	10-Jul-2008 10:29:08	2
10-Jul-2008 10:30:00	10-Jul-2008 10:33:10	6
11-Jul-2008 09:26:47	11-Jul-2008 09:26:47	1
11-Jul-2008 09:26:54	11-Jul-2008 09:31:06	3
11-Jul-2008 09:31:05	11-Jul-2008 10:17:45	4
11-Jul-2008 10:17:46	11-Jul-2008 10:17:54	5
11-Jul-2008 10:17:54	11-Jul-2008 10:18:11	2
11-Jul-2008 10:18:16	11-Jul-2008 10:18:37	6
