Start time          	End time            	ID
--------------------	--------------------	--
28-Jul-2008 09:50:12	28-Jul-2008 09:50:15	1
28-Jul-2008 09:50:20	28-Jul-2008 10:00:46	7
28-Jul-2008 10:00:47	28-Jul-2008 10:22:13	6
28-Jul-2008 10:22:20	28-Jul-2008 10:24:05	2
28-Jul-2008 10:24:57	28-Jul-2008 10:27:59	6
29-Jul-2008 09:49:22	29-Jul-2008 09:49:32	1
29-Jul-2008 09:49:31	29-Jul-2008 09:55:35	7
29-Jul-2008 09:55:32	29-Jul-2008 10:22:48	6
29-Jul-2008 10:22:49	29-Jul-2008 10:23:05	5
29-Jul-2008 10:23:02	29-Jul-2008 10:23:31	2
29-Jul-2008 10:23:40	29-Jul-2008 10:27:15	6
30-Jul-2008 09:46:45	30-Jul-2008 09:52:42	7
30-Jul-2008 09:52:52	30-Jul-2008 10:20:29	6
30-Jul-2008 10:20:40	30-Jul-2008 10:21:21	2
30-Jul-2008 10:21:23	30-Jul-2008 10:22:22	6
31-Jul-2008 09:42:54	31-Jul-2008 09:42:54	1
31-Jul-2008 09:43:00	31-Jul-2008 09:50:24	7
31-Jul-2008 09:50:23	31-Jul-2008 10:19:55	6
31-Jul-2008 10:20:00	31-Jul-2008 10:20:29	2
31-Jul-2008 10:20:32	31-Jul-2008 10:21:30	6
01-Aug-2008 09:48:01	01-Aug-2008 09:48:05	1
01-Aug-2008 09:48:08	01-Aug-2008 09:54:00	7
01-Aug-2008 09:54:12	01-Aug-2008 10:26:32	6
01-Aug-2008 10:26:47	01-Aug-2008 10:27:33	2
01-Aug-2008 10:27:33	01-Aug-2008 10:28:16	6
