Start time          	End time            	ID
--------------------	--------------------	--
25-Jun-2008 09:00:48	25-Jun-2008 09:02:00	2
25-Jun-2008 09:03:00	25-Jun-2008 09:05:02	3
25-Jun-2008 09:05:00	25-Jun-2008 09:08:55	4
25-Jun-2008 09:08:56	25-Jun-2008 09:11:39	5
25-Jun-2008 09:11:37	25-Jun-2008 09:32:58	6
25-Jun-2008 09:33:04	25-Jun-2008 09:33:24	2
25-Jun-2008 09:33:45	25-Jun-2008 09:34:16	6
26-Jun-2008 09:03:58	26-Jun-2008 09:04:53	2
26-Jun-2008 09:06:12	26-Jun-2008 09:08:03	3
26-Jun-2008 09:08:05	26-Jun-2008 09:12:48	4
26-Jun-2008 09:12:49	26-Jun-2008 09:15:50	5
26-Jun-2008 09:16:07	26-Jun-2008 09:36:43	6
27-Jun-2008 08:54:33	27-Jun-2008 08:55:14	2
27-Jun-2008 08:56:42	27-Jun-2008 08:58:42	3
27-Jun-2008 08:58:41	27-Jun-2008 09:04:45	4
27-Jun-2008 09:04:49	27-Jun-2008 09:08:21	5
27-Jun-2008 09:08:24	27-Jun-2008 09:25:03	6
01-Jul-2008 09:04:03	01-Jul-2008 09:04:36	2
01-Jul-2008 09:05:58	01-Jul-2008 09:08:12	3
01-Jul-2008 09:08:09	01-Jul-2008 09:11:48	4
01-Jul-2008 09:11:53	01-Jul-2008 09:15:41	5
01-Jul-2008 09:16:25	01-Jul-2008 09:34:16	6
01-Jul-2008 09:34:32	01-Jul-2008 09:34:59	5
01-Jul-2008 09:35:02	01-Jul-2008 09:36:25	6
02-Jul-2008 08:52:54	02-Jul-2008 08:53:48	2
02-Jul-2008 08:55:17	02-Jul-2008 08:56:58	3
02-Jul-2008 08:56:59	02-Jul-2008 09:01:43	4
02-Jul-2008 09:01:48	02-Jul-2008 09:04:19	5
02-Jul-2008 09:04:28	02-Jul-2008 09:23:54	6
02-Jul-2008 09:23:57	02-Jul-2008 09:24:28	5
02-Jul-2008 09:24:30	02-Jul-2008 09:26:29	6
03-Jul-2008 08:59:21	03-Jul-2008 08:59:25	1
03-Jul-2008 08:59:30	03-Jul-2008 09:01:26	2
03-Jul-2008 09:01:34	03-Jul-2008 09:03:36	3
03-Jul-2008 09:03:41	03-Jul-2008 09:10:48	4
03-Jul-2008 09:10:53	03-Jul-2008 09:13:14	5
03-Jul-2008 09:13:24	03-Jul-2008 09:33:15	6
03-Jul-2008 09:33:21	03-Jul-2008 09:33:41	5
03-Jul-2008 09:33:39	03-Jul-2008 09:34:07	2
03-Jul-2008 09:34:24	03-Jul-2008 09:34:42	6
04-Jul-2008 09:00:56	04-Jul-2008 09:01:00	1
04-Jul-2008 09:01:06	04-Jul-2008 09:03:27	2
04-Jul-2008 09:03:32	04-Jul-2008 09:05:19	3
04-Jul-2008 09:05:19	04-Jul-2008 09:10:22	4
04-Jul-2008 09:10:19	04-Jul-2008 09:10:48	5
04-Jul-2008 09:10:47	04-Jul-2008 09:12:31	3
04-Jul-2008 09:12:44	04-Jul-2008 09:32:58	6
04-Jul-2008 09:33:05	04-Jul-2008 09:33:33	5
04-Jul-2008 09:33:30	04-Jul-2008 09:33:59	2
04-Jul-2008 09:34:01	04-Jul-2008 09:35:51	6
07-Jul-2008 09:15:23	07-Jul-2008 09:15:41	1
07-Jul-2008 09:15:45	07-Jul-2008 09:17:51	2
07-Jul-2008 09:17:54	07-Jul-2008 09:19:43	3
07-Jul-2008 09:19:49	07-Jul-2008 09:25:55	4
07-Jul-2008 09:26:00	07-Jul-2008 09:26:38	5
07-Jul-2008 09:26:38	07-Jul-2008 09:28:30	3
07-Jul-2008 09:28:32	07-Jul-2008 09:49:14	6
07-Jul-2008 09:49:16	07-Jul-2008 09:49:40	5
07-Jul-2008 09:49:41	07-Jul-2008 09:49:58	2
07-Jul-2008 09:50:04	07-Jul-2008 09:50:32	6
08-Jul-2008 09:02:11	08-Jul-2008 09:02:18	1
08-Jul-2008 09:02:21	08-Jul-2008 09:04:27	2
08-Jul-2008 09:04:36	08-Jul-2008 09:06:46	3
08-Jul-2008 09:06:48	08-Jul-2008 09:11:39	4
08-Jul-2008 09:11:46	08-Jul-2008 09:12:05	5
08-Jul-2008 09:12:09	08-Jul-2008 09:16:59	3
08-Jul-2008 09:17:01	08-Jul-2008 09:32:41	6
08-Jul-2008 09:32:45	08-Jul-2008 09:32:58	5
08-Jul-2008 09:33:04	08-Jul-2008 09:33:59	2
08-Jul-2008 09:34:00	08-Jul-2008 09:35:25	6
09-Jul-2008 09:13:24	09-Jul-2008 09:13:32	1
09-Jul-2008 09:13:33	09-Jul-2008 09:15:15	2
09-Jul-2008 09:15:22	09-Jul-2008 09:18:08	3
09-Jul-2008 09:18:12	09-Jul-2008 09:25:03	4
09-Jul-2008 09:25:07	09-Jul-2008 09:26:03	5
09-Jul-2008 09:26:02	09-Jul-2008 09:26:47	3
09-Jul-2008 09:26:45	09-Jul-2008 09:27:38	6
09-Jul-2008 09:27:36	09-Jul-2008 09:28:22	5
09-Jul-2008 09:28:37	09-Jul-2008 09:42:37	6
09-Jul-2008 09:42:38	09-Jul-2008 09:43:29	5
09-Jul-2008 09:43:31	09-Jul-2008 09:44:03	2
09-Jul-2008 09:44:19	09-Jul-2008 09:45:38	6
